Student Id No,Name,Major,Freshman Year,Hometown,State,DOB,Gender,Semester,,
999280,Ernesto Lozano Ochoa,LAF,2010,Tampico,Tamps,9-Jul-95,M,4,,
705549,Sandra Adelaida Zabaleta Basaguren,LCPF,2013,Toluca,Edomex,27-Jan-93,F,9,,
493335,Mariángela Aristegui Cárdenas,LED,2010,Monterrey,NL,12-Jun-95,F,4,,
669922,Pamela Elisa Martínez Basaguren,LEM,2010,Villahermosa,Tab,26-Oct-94,F,4,,
1080220,Gabriel Aramburu Salaverri,LAF,2010,Chihuahua,Chih,23-Jan-95,M,4,,
564626,Gema Anahí Arizmendi Rodríguez,LCPF,2011,Monterrey,NL,13-Jan-95,F,4,,
650202,Ricardo Mario García Juárez,LAF,2008,Monterrey,NL,12-Oct-93,M,6,,
668210,Luis Pablo Azcúnaga Salaverri,IQA,2011,Villahermosa,Tab,1-Aug-94,M,6,,
502517,Sofía Silvia Aristegui Garza,LIN,2012,Tlaxcala,Tlax,2-Jun-95,F,4,,
588368,Dafne María Etxeberría Zabaleta,LED,2011,Culiacán,Sin,22-Nov-93,F,6,,
483682,Alexia Marissa González Villarreal,LCPF,2013,Tuxpan,Ver,7-Nov-92,F,8,,
478828,Pamela Navarro Fernández,LED,2011,Monterrey,NL,24-May-93,F,8,,
1047941,Humberto Francisco Hernandez Treviño,LED,2009,Saltillo,Coah,27-Nov-93,M,6,,
1102363,Fernando Ochoa Eskauriatza,LCPF,2010,Los Mochis,Sin,1-Jan-95,M,5,,
908674,José Villarreal Cantú,IMT,2012,Cuernavaca,Mor,12-Feb-95,M,4,,
388418,Antonio Rodríguez Aristegui,LAF,2010,Orizaba,Ver,21-Oct-94,M,4,,
580582,Rodrigo Luis Aristegui Salaverri,LED,2010,Mexicali,BC,19-Oct-92,M,8,,
489651,Priscila Esther Lozano Cantú,IQA,2008,Saltillo,Coah,14-Feb-95,F,4,,
515061,Ricardo Andrés Etxeberría Lozano,LED,2010,Zacatecas,Zac,2-Mar-95,M,4,,
622139,Gabriela Esther Aramburu Fernández,LED,2013,Toluca,Edomex,24-Jun-95,F,5,,
536742,Carolina Etxeberría Navarro,LIN,2008,Pachuca,Hgo,15-Apr-94,F,6,,
904566,Daniela Salaverri Aristegui,IQA,2009,Los Mochis,Sin,28-Jul-93,F,9,,
861446,Pablo Ochoa Arizmendi,LAF,2011,Monterrey,NL,25-Aug-92,M,8,,
792429,Gabriel Etxeberría Ibarguengoitia,LCPF,2013,Monterrey,NL,9-Sep-93,M,6,,
589799,Jorge Eskauriatza Martínez,IIS,2009,Monterrey,NL,30-Apr-95,M,4,,
962838,César Benito Fernández Arizmendi,IMT,2012,Tampico,Tamps,2-Jul-93,M,8,,
548818,Antonio García Goicoetxea,LAF,2008,Culiacán,Sin,11-Jul-94,M,7,,
753817,Elisa Michelle Zárate Urrutia,LAF,2009,Monterrey,NL,27-Apr-93,F,8,,
672502,Priscila Nadia García Garza,IIS,2010,Pachuca,Hgo,11-Nov-94,F,4,,
703706,Enrique Mario García García,IIS,2008,Monterrey,NL,17-Nov-92,M,9,,
683599,Rodrigo José Basaguren Eskauriatza,IMT,2013,Monterrey,NL,31-Dec-94,M,5,,
774252,Graciela Treviño Zabaleta,LEM,2009,Guanajuato,Gto,25-Jul-94,F,6,,
982434,Enrique Ángel Arizmendi Eskauriatza,LCPF,2009,Monterrey,NL,22-Jan-93,M,8,,
1144952,Ludivina Graciela Zárate Zárate,IMT,2012,Morelia,Mich,7-Jun-94,F,6,,
397135,Fernando González Villarreal,LED,2008,Monterrey,NL,11-Jul-95,M,4,,
921841,Luis Treviño Sánchez,LAF,2010,Monterrey,NL,25-Jun-95,M,4,,
616555,Elena Hernandez Cárdenas,LIN,2011,Monterrey,NL,18-Jun-95,F,4,,
1075063,Karla García González,LCPF,2008,Acapulco,Gro,10-May-95,F,4,,
812178,Diana Aramburu Zabaleta,LED,2008,Orizaba,Ver,19-Sep-93,F,6,,
713263,Daniel Zárate Cantú,LED,2013,Tlaxcala,Tlax,14-Oct-93,M,6,,
507463,Carmen Arizmendi Villarreal,LED,2013,Acapulco,Gro,1-Mar-94,F,6,,
449248,Leticia Treviño García,IQA,2009,León,Gto,4-Aug-92,F,10,,
630974,Luis Cantú Urrutia,IQA,2009,Mexicali,BC,18-May-94,M,6,,
1039684,Silvia Diana González Sánchez,LAF,2011,Culiacán,Sin,12-Aug-92,F,10,,
1043467,Arturo Rafael Urrutia Aramburu,LAF,2010,Durango,Dgo,2-Jul-94,M,6,,
1094166,Alberto Urrutia Zabaleta,IIS,2008,Monterrey,NL,1-Jan-95,M,4,,
864000,Leticia Ludivina Lozano Azcúnaga,IMT,2010,Orizaba,Ver,24-Jan-93,F,8,,
477113,Priscila Treviño Garza,IMT,2009,Monterrey,NL,11-Dec-93,F,6,,
384726,Berenice Laura Arizmendi Zárate,IIS,2009,Monterrey,NL,26-Jan-95,F,4,,
1021516,Rodrigo Treviño Cárdenas,LAF,2010,Monterrey,NL,10-Apr-95,M,4,,
876088,César Lozano Eskauriatza,LAF,2012,Cuernavaca,Mor,28-Feb-95,M,4,,
884067,Ruth Ludivina Hernandez Hernandez,LCPF,2009,Tampico,Tamps,19-Jan-95,F,5,,
1081783,Elena Sofía Fernández Urrutia,IQA,2013,Monterrey,NL,31-Dec-93,F,6,,
931388,Alejandro Lozano Cárdenas,LAF,2012,Monterrey,NL,27-Mar-94,M,7,,
714219,Pamela Villarreal Ochoa,LAF,2013,Veracruz,Ver,27-Nov-93,F,6,,
1019397,Erika Gabriela Martínez Goicoetxea,LIN,2013,Tapachula,Chis,8-Sep-92,F,8,,
498943,Gema Eskauriatza Aramburu,IIS,2009,Orizaba,Ver,7-Apr-95,F,4,,
428609,Luis Azcúnaga Goicoetxea,LAF,2010,Monterrey,NL,23-Apr-95,M,4,,
804831,Daniel González Urrutia,LIN,2012,Monterrey,NL,24-Oct-94,M,4,,
708985,Humberto Fernández Etxeberría,IMT,2012,Monterrey,NL,18-Jul-92,M,10,,
1002803,Andrea Daniela Aristegui Goicoetxea,IIS,2009,Acapulco,Gro,6-May-94,F,6,,
935069,Alejandra Basaguren Garza,LEM,2012,Monterrey,NL,24-May-93,F,8,,
1046037,Fátima Eskauriatza Fernández,LCPF,2013,Acapulco,Gro,22-Aug-94,F,5,,
431701,Berenice Erika Cárdenas Juárez,LCPF,2008,Monterrey,NL,9-Jul-93,F,8,,
617742,César Benito Ibarguengoitia Zabaleta,LEM,2011,Saltillo,Coah,30-Apr-95,M,4,,
407615,Teresa Giseel Martínez Urrutia,LEM,2011,Mérida,Yuc,15-Jul-95,F,4,,
564011,Antonio Ochoa Cárdenas,LAF,2010,Monterrey,NL,18-Jan-95,M,4,,
620168,Marco Eskauriatza Azcúnaga,LCPF,2011,Minatitlán,Ver,8-Jul-95,M,5,,
554536,Oscar Ibarguengoitia Cantú,LIN,2011,Veracruz,Ver,28-Aug-94,M,4,,
490865,Gema Goicoetxea Cárdenas,LAF,2011,Mérida,Yuc,7-Mar-93,F,8,,
533147,Rodrigo Gabriel Etxeberría Zabaleta,IIS,2013,Mazatlán,Sin,18-Aug-94,M,4,,
814023,Arturo Fernando Cantú Azcúnaga,LED,2008,Guanajuato,Gto,30-Jul-94,M,6,,
624736,Carolina Deyanira Lozano Hernandez,IQA,2011,Monterrey,NL,11-Nov-92,F,9,,
950231,Elisa Sánchez García,LED,2009,Zacatecas,Zac,29-May-94,F,7,,
589713,Cecilia Juárez Garza,LCPF,2013,Durango,Dgo,25-Mar-94,F,7,,
952767,Esther Leticia Zárate Salaverri,LIN,2009,Monterrey,NL,17-Oct-94,F,4,,
1081206,Ángel Oscar Sánchez Etxeberría,IQA,2013,Villahermosa,Tab,26-Jun-95,M,5,,
969812,Ángel Gerardo Cantú González,LAF,2012,Monterrey,NL,9-Feb-95,M,4,,
748735,Giseel Paola Garza Salaverri,LED,2010,Pachuca,Hgo,13-Jan-93,F,9,,
452963,Roberto González Navarro,LAF,2009,Minatitlán,Ver,9-Aug-92,M,10,,
404264,Francisco García Zárate,LIN,2008,Minatitlán,Ver,19-Feb-93,M,8,,
833861,Graciela Silvia Arizmendi Hernandez,LCPF,2008,Monterrey,NL,17-Dec-93,F,6,,
727069,Rodrigo Juárez Fernández,IQA,2013,Guanajuato,Gto,22-May-95,M,4,,
675098,Carolina Marián Cárdenas Zárate,LED,2009,Mérida,Yuc,1-Apr-94,F,6,,
980848,Ángel Horacio Eskauriatza Sánchez,LCPF,2012,Minatitlán,Ver,9-Jul-95,M,4,,
713913,Carlos Luis Arizmendi Navarro,LEM,2009,Monterrey,NL,19-Aug-93,M,6,,
683272,Horacio Ángel Hernandez Cantú,IMT,2010,Monterrey,NL,31-Mar-94,M,7,,
606436,Leticia Juárez Ochoa,IQA,2009,Minatitlán,Ver,16-Apr-93,F,8,,
801358,Nadia García Ochoa,IIS,2012,Morelia,Mich,28-Sep-93,F,7,,
1050482,Silvia Zárate Lozano,IIS,2012,Monterrey,NL,3-Jul-94,F,6,,
503628,Anahí Cantú Urrutia,LEM,2009,Monterrey,NL,23-Oct-92,F,9,,
444722,César Daniel González Garza,IIS,2008,Monterrey,NL,7-Oct-94,M,5,,
613080,Cecilia García Ibarguengoitia,IQA,2013,Monterrey,NL,26-Feb-95,F,4,,
915808,Oscar Alberto Zárate Aristegui,LAF,2010,Orizaba,Ver,1-Oct-93,M,6,,
808352,Humberto Urrutia Arizmendi,IQA,2008,León,Gto,4-Dec-93,M,6,,
422656,Alberto Cárdenas Rodríguez,LAF,2013,Culiacán,Sin,21-Jun-94,M,6,,
1121135,Daniel Ricardo Goicoetxea Zabaleta,IIS,2008,Monterrey,NL,28-Sep-94,M,5,,
669112,Humberto Antonio Fernández Basaguren,LCPF,2010,Mérida,Yuc,13-Apr-93,M,8,,
847614,Rodrigo Ángel Cantú Cárdenas,IMT,2008,Monterrey,NL,16-Jan-95,M,4,,
1051883,Mario Benito Zárate Martínez,LAF,2013,Monterrey,NL,4-Dec-92,M,8,,
919248,Ricardo Rafael González Hernandez,LEM,2008,Monterrey,NL,18-Dec-94,M,4,,
1139653,Gema Priscila Villarreal Basaguren,LIN,2012,Monterrey,NL,29-Jun-95,F,4,,
562849,Elena Arizmendi Martínez,LEM,2013,Manzanillo,Col,13-Jun-95,F,4,,
866277,Rafael Arturo Zárate Hernandez,LCPF,2009,Monterrey,NL,8-Mar-94,M,6,,
667151,Graciela Aristegui Fernández,IIS,2011,Villahermosa,Tab,8-Feb-94,F,6,,
1094079,Rodrigo Treviño Cárdenas,LEM,2009,Chihuahua,Chih,15-Oct-93,M,6,,
639860,Francisco Andrés Sánchez Goicoetxea,LAF,2013,León,Gto,9-Nov-94,M,4,,
488652,Alexia Elisa Cantú Etxeberría,LAF,2009,Monterrey,NL,7-Jan-94,F,6,,
622414,Oscar Carlos González Arizmendi,LIN,2009,Acapulco,Gro,22-Jul-94,M,6,,
553353,Gonzalo Garza Zárate,LAF,2008,Monterrey,NL,19-Nov-93,M,6,,
623728,Adelaida Etxeberría Cárdenas,LAF,2013,Morelia,Mich,10-Sep-92,F,8,,
1045770,Antonio Humberto Cárdenas Rodríguez,LAF,2013,Monterrey,NL,12-Apr-95,M,4,,
758047,Jorge Ibarguengoitia Sánchez,IIS,2011,Monterrey,NL,12-Jul-93,M,9,,
804003,Alejandra Martínez Juárez,LEM,2012,Tijuana,BC,5-Jan-95,F,5,,
1106425,Marián Ibarguengoitia Martínez,LED,2013,Monterrey,NL,23-May-94,F,6,,
369088,Gerardo César Juárez Arizmendi,LED,2008,Tapachula,Chis,31-Mar-94,M,6,,
694671,Oscar Aramburu Martínez,LEM,2013,Cuernavaca,Mor,31-Jul-94,M,6,,
530234,Roberto Alberto Fernández Zabaleta,LAF,2009,León,Gto,1-Nov-94,M,4,,
364691,Rodolfo Roberto Cantú Salaverri,LEM,2013,Monterrey,NL,3-Sep-93,M,6,,
1057609,Rodolfo Etxeberría Etxeberría,IMT,2011,Tampico,Tamps,5-Jun-94,M,6,,
593948,Rafael Ibarguengoitia Zárate,LAF,2012,Pachuca,Hgo,8-Jan-94,M,6,,
580528,Andrés Andrés Treviño Goicoetxea,LAF,2010,Tampico,Tamps,16-Oct-93,M,6,,
831934,Rodrigo Francisco González Lozano,LAF,2013,Manzanillo,Col,16-Dec-94,M,4,,
421852,Francisco Gerardo Aramburu González,IIS,2013,Monterrey,NL,11-May-93,M,8,,
837111,Alexia Priscila Martínez Eskauriatza,LED,2008,Monterrey,NL,16-Jun-94,F,6,,
791332,Jorge Mario Garza Goicoetxea,IMT,2008,Puebla,Pue,17-May-94,M,7,,
399891,Gabriel José Salaverri Villarreal,IMT,2009,Orizaba,Ver,14-Apr-94,M,6,,
878847,Daniel Manuel Ibarguengoitia Etxeberría,LAF,2011,Tapachula,Chis,5-Aug-93,M,8,,
606271,Ricardo Villarreal Ochoa,LIN,2012,Toluca,Edomex,28-Aug-93,M,6,,
496783,Giseel Paola Basaguren Hernandez,LEM,2010,Pachuca,Hgo,3-Aug-93,F,8,,
380667,César Sánchez Salaverri,LCPF,2013,Culiacán,Sin,14-Dec-92,M,8,,
350387,Nadia Villarreal Hernandez,IQA,2011,Hermosillo,Son,25-Nov-92,F,9,,
1019842,Laura Villarreal Arizmendi,LAF,2012,Morelia,Mich,26-Aug-94,F,4,,
972245,Carolina Nadia Martínez Azcúnaga,LAF,2010,Culiacán,Sin,8-Mar-95,F,4,,
717369,Gerardo Urrutia Martínez,IIS,2012,Acapulco,Gro,4-Oct-93,M,6,,
985249,Gabriel José Garza Arizmendi,IQA,2012,Saltillo,Coah,11-Oct-93,M,6,,
532815,Esther Valeria Cantú Salaverri,LAF,2010,Veracruz,Ver,24-Oct-93,F,6,,
868842,Carmen Ludivina Ibarguengoitia González,LED,2011,Orizaba,Ver,16-Dec-93,F,6,,
728126,Gema Alejandra Etxeberría Navarro,IMT,2012,Manzanillo,Col,10-Sep-92,F,8,,
583387,Dafne Juárez Cantú,IMT,2009,Cuernavaca,Mor,10-Apr-94,F,6,,
1082226,Anahí González Etxeberría,LED,2012,Veracruz,Ver,15-Jan-93,F,8,,
596037,Roberto Luis Urrutia Zabaleta,LCPF,2012,Los Mochis,Sin,27-Jan-94,M,7,,
487332,Valeria Andrea Cantú Treviño,IQA,2011,Hermosillo,Son,27-Sep-92,F,9,,
819886,Manuel Gerardo Eskauriatza Zárate,LAF,2011,Monterrey,NL,7-Sep-92,M,8,,
354881,Fernando Azcúnaga Martínez,LAF,2008,Manzanillo,Col,27-Jan-95,M,5,,
962205,Priscila Cárdenas Hernandez,LAF,2013,Tlaxcala,Tlax,21-Jan-94,F,7,,
648954,Sofía Nadia Goicoetxea Villarreal,LAF,2009,Guanajuato,Gto,15-Feb-95,F,4,,
852865,Benito Basaguren Goicoetxea,LED,2011,Mazatlán,Sin,6-Jan-95,M,4,,
593641,Marissa Diana Martínez Sánchez,LEM,2012,Monterrey,NL,16-May-94,F,6,,
839548,Horacio Francisco Fernández Fernández,LAF,2009,Monterrey,NL,14-Jul-95,M,5,,
792993,Ricardo Navarro Eskauriatza,IIS,2011,Durango,Dgo,7-Mar-95,M,4,,
636406,Carolina Nadia Salaverri Villarreal,LAF,2013,Mexicali,BC,21-Jul-93,F,8,,
388829,Ludivina Michelle Aristegui Ochoa,IQA,2012,Tijuana,BC,7-Jun-93,F,9,,
595993,Sandra Marián Goicoetxea Aristegui,LAF,2012,Cuernavaca,Mor,21-May-95,F,5,,
366406,Andrés Alejandro Arizmendi Hernandez,LAF,2008,Monterrey,NL,1-Oct-93,M,7,,
449050,Deyanira Etxeberría Zabaleta,LCPF,2009,Monterrey,NL,9-Jun-95,F,5,,
808866,Carmen Nidia Goicoetxea Azcúnaga,IQA,2011,Tijuana,BC,26-Jul-94,F,6,,
514370,José Basaguren Martínez,LCPF,2010,Tijuana,BC,17-Sep-92,M,9,,
926300,Oscar Martínez Arizmendi,IMT,2013,Monterrey,NL,24-May-93,M,8,,
957637,Rodolfo Rodríguez Rodríguez,IQA,2009,Monterrey,NL,2-Aug-92,M,11,,
492267,Andrea Adelaida Navarro Aramburu,IMT,2011,Monterrey,NL,30-Sep-92,F,8,,
739317,Giseel Cantú González,IMT,2011,Veracruz,Ver,11-Nov-92,F,8,,
1075707,Rafael Etxeberría Arizmendi,LAF,2013,Monterrey,NL,22-Aug-93,M,7,,
1053186,Francisco Rodríguez Lozano,LAF,2011,Toluca,Edomex,9-Jun-95,M,4,,
727630,Mariángela Diana Cárdenas Fernández,IIS,2010,Tampico,Tamps,10-Oct-94,F,4,,
376743,Luis Ibarguengoitia Basaguren,IIS,2012,Zacatecas,Zac,17-Jun-95,M,4,,
494241,Berenice Laura Juárez Ibarguengoitia,LAF,2012,Puebla,Pue,22-Aug-93,F,6,,
526957,Paola Aramburu Cantú,LEM,2011,Culiacán,Sin,15-Jun-95,F,5,,
722867,Paola Pamela Aristegui Martínez,IIS,2013,Monterrey,NL,16-Apr-93,F,8,,
405488,María Anahí Hernandez Lozano,LAF,2010,Monterrey,NL,7-Jul-93,F,9,,
829042,Gabriel Eskauriatza Ibarguengoitia,IIS,2013,Veracruz,Ver,12-Apr-94,M,6,,
581297,María Goicoetxea Lozano,LAF,2010,Monterrey,NL,25-Sep-94,F,4,,
475958,Marián Salaverri Hernandez,LCPF,2012,Monterrey,NL,11-Apr-93,F,8,,
890925,Priscila Sofía García Lozano,LED,2012,Chihuahua,Chih,7-Sep-93,F,6,,
1066095,Elisa Ochoa García,LAF,2008,Tuxpan,Ver,21-Mar-95,F,4,,
460583,Diana Sandra Salaverri Cantú,LAF,2009,Tijuana,BC,11-Nov-92,F,8,,
584077,Oscar Lozano Lozano,LCPF,2013,Toluca,Edomex,29-Jan-95,M,4,,
1081266,Andrés Juárez Cantú,LED,2011,Cuernavaca,Mor,2-Dec-94,M,4,,
471836,Daniel Ibarguengoitia Villarreal,IIS,2011,Mexicali,BC,26-Sep-94,M,4,,
750297,Michelle Elisa Cárdenas Fernández,LED,2012,Monterrey,NL,11-Jan-94,F,6,,
709597,Gema Graciela Fernández Goicoetxea,IMT,2009,Villahermosa,Tab,30-Sep-94,F,5,,
834820,Oscar Andrés Navarro Zárate,LAF,2011,Monterrey,NL,16-Jul-94,M,6,,
1049008,Manuel Nicolás Lozano Garza,LCPF,2009,Guanajuato,Gto,8-Jul-94,M,6,,
824455,Laura Navarro Zabaleta,LIN,2012,Monterrey,NL,4-Apr-94,F,6,,
408999,Gabriela Treviño Cárdenas,LEM,2011,Monterrey,NL,24-Jan-95,F,5,,
407655,Ángel Etxeberría Azcúnaga,LIN,2012,Toluca,Edomex,19-Nov-94,M,4,,
720994,Berenice Azcúnaga Lozano,LCPF,2009,Los Mochis,Sin,27-Aug-94,F,4,,
505231,Humberto Zárate Garza,IMT,2009,Tlaxcala,Tlax,12-Oct-93,M,6,,
492537,Sandra Garza Etxeberría,LAF,2012,Durango,Dgo,8-Jul-95,F,4,,
1097160,Andrea Elena Goicoetxea Arizmendi,LEM,2013,Monterrey,NL,14-Jul-95,F,4,,
927201,Sandra Nadia Sánchez Hernandez,LAF,2008,Villahermosa,Tab,7-Apr-95,F,4,,
404626,Rodrigo Garza Aramburu,LEM,2008,Guanajuato,Gto,16-Oct-94,M,4,,
616529,María Urrutia Arizmendi,LCPF,2013,Guanajuato,Gto,9-Mar-94,F,6,,
994256,Fátima Fernández Zárate,LED,2013,León,Gto,4-Aug-94,F,7,,
611171,Carlos Basaguren Villarreal,IMT,2009,Monterrey,NL,30-Apr-94,M,6,,
772777,Gonzalo Ángel García Rodríguez,IMT,2011,Monterrey,NL,24-Sep-94,M,4,,
736354,Paola Catalina Zabaleta Hernandez,LAF,2008,Mexicali,BC,17-Apr-94,F,6,,
548918,Andrés Urrutia Urrutia,LEM,2010,Monterrey,NL,31-Oct-92,M,8,,
1143804,Karla Fátima Hernandez Cantú,LCPF,2010,Monterrey,NL,6-Apr-94,F,6,,
426173,Elena Salaverri Villarreal,LAF,2012,Monterrey,NL,8-Sep-94,F,5,,
816456,Elena Goicoetxea Ochoa,LIN,2008,Pachuca,Hgo,26-Aug-93,F,6,,
1035227,Graciela Arizmendi Etxeberría,IQA,2009,Culiacán,Sin,19-Feb-94,F,6,,
484715,Gerardo Basaguren Lozano,IMT,2008,Orizaba,Ver,12-Apr-95,M,4,,
623654,Manuel Rodrigo Aramburu Garza,IMT,2008,Morelia,Mich,11-Apr-95,M,5,,
931955,María Pamela Sánchez Fernández,LCPF,2012,Monterrey,NL,8-Jun-93,F,8,,
1079245,Oscar Carlos Aramburu Navarro,LAF,2010,Guanajuato,Gto,18-Jun-95,M,4,,
1096828,Rodrigo Horacio Hernandez Arizmendi,IQA,2012,Pachuca,Hgo,5-Jun-95,M,4,,
794062,Montserrat Carmen García Sánchez,IMT,2008,Chihuahua,Chih,9-Nov-93,F,6,,
949866,Gabriela Sofía Urrutia Ibarguengoitia,IIS,2008,Tijuana,BC,1-Jun-93,F,8,,
989688,Gerardo Azcúnaga Zabaleta,LAF,2011,Monterrey,NL,4-Jul-95,M,4,,
798628,Rodolfo Gerardo Ochoa Ibarguengoitia,LAF,2011,Guanajuato,Gto,14-Mar-95,M,4,,
837938,Ricardo César Lozano Aristegui,LEM,2013,Monterrey,NL,28-Apr-95,M,4,,
650600,Jorge García Sánchez,LIN,2008,Tapachula,Chis,15-May-93,M,8,,
981543,Teresa María Cárdenas Eskauriatza,LIN,2009,Monterrey,NL,23-Apr-94,F,6,,
794100,Elisa Fernández García,LAF,2011,Monterrey,NL,24-Apr-94,F,6,,
811932,David Gonzalo Navarro Ibarguengoitia,IQA,2013,Tampico,Tamps,11-Mar-94,M,6,,
433539,Ricardo Zabaleta Villarreal,IMT,2012,Monterrey,NL,29-Sep-93,M,6,,
815222,Andrés Enrique Zabaleta Urrutia,LAF,2008,León,Gto,7-Dec-92,M,8,,
681210,María Alexia Urrutia Urrutia,LAF,2013,Pachuca,Hgo,7-Apr-95,F,4,,
412335,Andrea Urrutia Villarreal,IMT,2010,Monterrey,NL,9-Sep-94,F,4,,
648496,Marissa Valeria Aramburu Zabaleta,LCPF,2008,Monterrey,NL,20-Jul-93,F,8,,
639222,Alexia González Fernández,LAF,2013,Tuxpan,Ver,19-Jul-93,F,8,,
645920,Antonio Francisco Rodríguez Aramburu,LAF,2011,Monterrey,NL,29-Oct-94,M,5,,
934880,Ernesto Sánchez Navarro,IIS,2009,Tijuana,BC,6-May-95,M,4,,
394648,Benito Rodríguez Urrutia,LAF,2009,Monterrey,NL,15-Sep-93,M,6,,
676592,Ludivina Elena Rodríguez Goicoetxea,LAF,2012,Guanajuato,Gto,4-Nov-94,F,5,,
963027,David Fernández Ochoa,LED,2011,Tijuana,BC,3-Sep-93,M,6,,
1036423,Fernando Villarreal Garza,LCPF,2008,Monterrey,NL,24-Mar-93,M,8,,
551580,Dafne Zárate Treviño,LAF,2010,Mazatlán,Sin,10-Feb-95,F,4,,
1103078,Priscila Nidia Eskauriatza Sánchez,LED,2008,Hermosillo,Son,29-May-95,F,4,,
1129438,Alexia Aramburu Juárez,LEM,2008,Puebla,Pue,30-Jun-94,F,6,,
829659,Rodrigo Gonzalo Cárdenas Eskauriatza,LAF,2012,Monterrey,NL,16-Aug-92,M,8,,
948079,Sofía Cárdenas Salaverri,LAF,2013,Zacatecas,Zac,14-Mar-95,F,4,,
974698,Andrea García Arizmendi,LIN,2013,Acapulco,Gro,3-Apr-95,F,4,,
769253,Valeria Ruth Aristegui Martínez,LAF,2009,Monterrey,NL,17-Jun-94,F,7,,
644543,Sandra Cecilia Aristegui Etxeberría,IQA,2008,Cuernavaca,Mor,20-May-94,F,6,,
548511,Catalina Navarro Rodríguez,LAF,2011,Monterrey,NL,10-Jul-94,F,6,,
627054,Gabriel Rodolfo Lozano González,LAF,2011,Tapachula,Chis,16-Nov-92,M,8,,
522124,Gabriel Urrutia Garza,IQA,2013,Zacatecas,Zac,18-Sep-92,M,8,,
1119247,José David Cárdenas Basaguren,LED,2008,Monterrey,NL,9-Nov-94,M,4,,
376183,Gabriela Sofía Arizmendi Ochoa,IIS,2012,Minatitlán,Ver,10-Mar-95,F,5,,
1041099,Daniel Martínez Eskauriatza,IIS,2010,Toluca,Edomex,31-Jul-93,M,8,,
818381,César Horacio Villarreal Urrutia,IIS,2013,Monterrey,NL,22-Oct-92,M,8,,
986642,Manuel Ángel Aramburu Hernandez,LED,2012,Monterrey,NL,29-Oct-93,M,6,,
633274,Alexia Arizmendi Aramburu,IQA,2009,Saltillo,Coah,20-Jul-92,F,10,,
400240,Dafne Leticia Treviño Arizmendi,IQA,2012,Guanajuato,Gto,1-Sep-92,F,8,,
536873,Ángel Rodolfo García Lozano,IIS,2009,Mérida,Yuc,10-Jan-93,M,8,,
1145589,Humberto Salaverri Salaverri,LAF,2010,Monterrey,NL,4-Jul-95,M,4,,
701300,Ruth Zárate Goicoetxea,LAF,2011,Hermosillo,Son,9-Sep-93,F,6,,
998541,Cecilia Sánchez Lozano,LEM,2008,Monterrey,NL,10-Oct-93,F,6,,
1079251,Ludivina Sandra Eskauriatza Aramburu,LIN,2011,Monterrey,NL,11-Mar-94,F,6,,
1012792,Mario Alejandro Villarreal Goicoetxea,LED,2009,Monterrey,NL,2-Oct-92,M,8,,
898783,Fátima Sánchez Salaverri,IQA,2009,Durango,Dgo,20-Jan-94,F,7,,
554261,Gonzalo Rodolfo Aramburu Etxeberría,IQA,2013,Mazatlán,Sin,3-Mar-95,M,4,,
1019006,Fátima Garza Zárate,LCPF,2011,Mazatlán,Sin,19-Jul-92,F,10,,
514914,Ludivina Lozano Villarreal,LAF,2009,Tijuana,BC,3-Apr-94,F,6,,
631189,Arturo Francisco Cárdenas Garza,LAF,2009,Monterrey,NL,14-Nov-92,M,9,,
739428,Arturo Azcúnaga Goicoetxea,LEM,2013,Culiacán,Sin,6-Mar-95,M,4,,
890439,Ricardo Goicoetxea Salaverri,LEM,2013,Tlaxcala,Tlax,12-Feb-94,M,6,,
488282,Berenice Azcúnaga Aristegui,LED,2010,Monterrey,NL,24-Dec-92,F,8,,
665513,Esther Salaverri Sánchez,LAF,2012,Los Mochis,Sin,24-May-94,F,6,,
806052,Mario Ochoa Hernandez,LIN,2013,Toluca,Edomex,17-Apr-94,M,6,,
1079990,Erika Juárez Lozano,IIS,2010,Monterrey,NL,3-May-94,F,6,,
869685,Leticia Berenice Garza Hernandez,LIN,2011,Minatitlán,Ver,29-Apr-95,F,4,,
593029,Enrique Jorge Hernandez Fernández,LCPF,2011,Acapulco,Gro,10-May-94,M,6,,
1002742,Nidia Goicoetxea Martínez,IIS,2010,Mazatlán,Sin,8-May-94,F,6,,
1057109,Daniel Cantú Goicoetxea,LEM,2010,Monterrey,NL,5-Dec-93,M,6,,
884104,Michelle Cárdenas Ochoa,IQA,2010,Mexicali,BC,28-Aug-94,F,4,,
545989,Ruth Arizmendi Arizmendi,LAF,2009,Tapachula,Chis,20-May-95,F,5,,
684611,Gema Juárez Goicoetxea,IQA,2008,Minatitlán,Ver,21-Nov-92,F,8,,
1136002,Carlos Salaverri Fernández,LAF,2009,Monterrey,NL,17-Jun-95,M,4,,
367288,Alejandro Rodolfo Etxeberría Ochoa,LAF,2008,Pachuca,Hgo,18-Aug-94,M,4,,
543693,Nadia Mariángela Ochoa Zárate,IMT,2010,Pachuca,Hgo,23-May-95,F,4,,
714171,Rodolfo Fernando Salaverri González,IQA,2013,Veracruz,Ver,14-Apr-95,M,5,,
627275,Catalina Alejandra Ochoa Lozano,LCPF,2011,Mexicali,BC,7-Mar-95,F,4,,
738266,Arturo Rodolfo Basaguren Ibarguengoitia,LEM,2013,Monterrey,NL,3-Mar-95,M,5,,
